,dia_semana,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo
1095,quarta-feira,Demais falhas na via,Tombamento,Com Vítimas Feridas,Amanhecer,Crescente,Nublado,Simples,Rotatória,Não
1096,sábado,Reação tardia ou ineficiente do condutor,Colisão traseira,Sem Vítimas,Amanhecer,Crescente,Céu Claro,Dupla,Reta,Sim
1097,domingo,Velocidade Incompatível,Eventos atípicos,Com Vítimas Fatais,Plena Noite,Crescente,Ignorado,Simples,Curva,Não
1098,terça-feira,Ingestão de álcool pelo condutor,Colisão transversal,Sem Vítimas,Plena Noite,Crescente,Nublado,Simples,Rotatória,Sim
1099,quarta-feira,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim
1100,segunda-feira,Demais falhas mecânicas ou elétricas,Incêndio,Sem Vítimas,Pleno dia,Decrescente,Sol,Múltipla,Reta,Sim
1101,terça-feira,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Sim
1102,segunda-feira,Transitar na contramão,Colisão lateral sentido oposto,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Simples,Curva,Não
1103,domingo,Transitar na contramão,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Rotatória,Sim
1104,sábado,Ausência de reação do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim
1105,sexta-feira,Ultrapassagem Indevida,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Desvio Temporário,Não
1106,quinta-feira,Acessar a via sem observar a presença dos outros veículos,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Retorno Regulamentado,Não
1107,sábado,Acesso irregular,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Sim
1108,sexta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Simples,Reta,Sim
1109,terça-feira,Afundamento ou ondulação no pavimento,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Dupla,Curva,Não
1110,segunda-feira,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Não Informado,Não
1111,quinta-feira,Ausência de reação do condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,Não
1112,quinta-feira,Transitar na contramão,Tombamento,Com Vítimas Fatais,Amanhecer,Crescente,Céu Claro,Simples,Não Informado,Não
1113,terça-feira,Acesso irregular,Colisão transversal,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Não Informado,Sim
1114,quinta-feira,Demais falhas mecânicas ou elétricas,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,Não
1115,terça-feira,Ingestão de álcool pelo condutor,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Nublado,Simples,Curva,Sim
1116,sexta-feira,Ingestão de álcool pelo condutor,Saída de leito carroçável,Sem Vítimas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não
1117,segunda-feira,Reação tardia ou ineficiente do condutor,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Crescente,Céu Claro,Dupla,Não Informado,Não
1118,domingo,Manobra de mudança de faixa,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Sol,Dupla,Reta,Sim
1119,sábado,Velocidade Incompatível,Colisão transversal,Com Vítimas Feridas,Anoitecer,Crescente,Nublado,Simples,Não Informado,Não
1120,sexta-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Não Informado,Não
1121,segunda-feira,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Viaduto,Sim
1122,quinta-feira,Condutor desrespeitou a iluminação vermelha do semáforo,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Não Informado,Sim
1123,sexta-feira,Acumulo de água sobre o pavimento,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Sim
1124,quinta-feira,Trafegar com motocicleta (ou similar) entre as faixas,Colisão lateral mesmo sentido,Com Vítimas Feridas,Anoitecer,Crescente,Céu Claro,Dupla,Reta,Sim
1125,domingo,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Desvio Temporário,Não
1126,quinta-feira,Ingestão de álcool pelo condutor,Colisão frontal,Sem Vítimas,Plena Noite,Não Informado,Céu Claro,Dupla,Não Informado,Sim
1127,segunda-feira,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,Não
1128,sábado,Ingestão de álcool pelo condutor,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,Sim
1129,quinta-feira,Ausência de reação do condutor,Engavetamento,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não
1130,sábado,Ausência de reação do condutor,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Reta,Não
1131,domingo,Ingestão de álcool pelo condutor,Engavetamento,Sem Vítimas,Pleno dia,Crescente,Céu Claro,Dupla,Interseção de vias,Sim
1132,sábado,Animais na Pista,Atropelamento de Animal,Com Vítimas Fatais,Plena Noite,Decrescente,Chuva,Simples,Reta,Sim
1133,segunda-feira,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Sim
1134,domingo,Manobra de mudança de faixa,Colisão frontal,Com Vítimas Fatais,Plena Noite,Crescente,Céu Claro,Simples,Reta,Não
